bgcolor,id,name,cymk,rgb_percentage,hex,rgb_values
395036,RAL_130_30_20,RAL 130 30 20,"[69, 38, 74, 52]","[78, 46, 83, 36]",#395036,"[57, 80, 54]"
5A6859,RAL_130_40_10,RAL 130 40 10,"[59, 38, 56, 36]","[61, 38, 55, 29]",#5A6859,"[90, 104, 89]"
4E6749,RAL_130_40_20,RAL 130 40 20,"[64, 33, 69, 39]","[72, 41, 76, 20]",#4E6749,"[78, 103, 73]"
466B40,RAL_130_40_30,RAL 130 40 30,"[67, 27, 77, 38]","[76, 38, 89, 15]",#466B40,"[70, 107, 64]"
6F7D6D,RAL_130_50_10,RAL 130 50 10,"[53, 33, 50, 26]","[51, 29, 46, 25]",#6F7D6D,"[111, 125, 109]"
648161,RAL_130_50_20,RAL 130 50 20,"[58, 27, 61, 25]","[60, 27, 62, 15]",#648161,"[100, 129, 97]"
5A8452,RAL_130_50_30,RAL 130 50 30,"[62, 20, 72, 25]","[69, 29, 80, 4]",#5A8452,"[90, 132, 82]"
4C8744,RAL_130_50_40,RAL 130 50 40,"[67, 13, 82, 24]","[74, 22, 91, 2]",#4C8744,"[76, 135, 68]"
3B8A3A,RAL_130_50_50,RAL 130 50 50,"[72, 7, 90, 24]","[78, 16, 98, 2]",#3B8A3A,"[59, 138, 58]"
879787,RAL_130_60_10,RAL 130 60 10,"[47, 25, 43, 15]","[44, 22, 39, 14]",#879787,"[135, 151, 135]"
809B7A,RAL_130_60_20,RAL 130 60 20,"[50, 20, 53, 15]","[49, 19, 51, 9]",#809B7A,"[128, 155, 122]"
739E6C,RAL_130_60_30,RAL 130 60 30,"[56, 15, 63, 13]","[57, 16, 64, 3]",#739E6C,"[115, 158, 108]"
68A15D,RAL_130_60_40,RAL 130 60 40,"[61, 10, 74, 11]","[62, 12, 76, 0]",#68A15D,"[104, 161, 93]"
56A44C,RAL_130_60_50,RAL 130 60 50,"[67, 4, 84, 7]","[67, 3, 87, 0]",#56A44C,"[86, 164, 76]"
42A840,RAL_130_60_60,RAL 130 60 60,"[73, 1, 93, 2]","[71, 0, 95, 0]",#42A840,"[66, 168, 64]"
A2B3A2,RAL_130_70_10,RAL 130 70 10,"[38, 17, 36, 7]","[35, 15, 31, 6]",#A2B3A2,"[162, 179, 162]"
9AB894,RAL_130_70_20,RAL 130 70 20,"[43, 12, 47, 5]","[40, 11, 43, 3]",#9AB894,"[154, 184, 148]"
8EBA87,RAL_130_70_30,RAL 130 70 30,"[49, 7, 56, 3]","[46, 7, 52, 1]",#8EBA87,"[142, 186, 135]"
82BD75,RAL_130_70_40,RAL 130 70 40,"[55, 2, 66, 0]","[51, 2, 63, 0]",#82BD75,"[130, 189, 117]"
75C16A,RAL_130_70_50,RAL 130 70 50,"[58, 0, 73, 0]","[54, 0, 70, 0]",#75C16A,"[117, 193, 106]"
64C458,RAL_130_70_60,RAL 130 70 60,"[64, 0, 83, 0]","[57, 0, 78, 0]",#64C458,"[100, 196, 88]"
BFD0BC,RAL_130_80_10,RAL 130 80 10,"[29, 9, 29, 2]","[26, 9, 25, 1]",#BFD0BC,"[191, 208, 188]"
B5D3AE,RAL_130_80_20,RAL 130 80 20,"[35, 4, 39, 0]","[31, 3, 34, 0]",#B5D3AE,"[181, 211, 174]"
ABD7A0,RAL_130_80_30,RAL 130 80 30,"[38, 0, 47, 0]","[35, 1, 42, 0]",#ABD7A0,"[171, 215, 160]"
9DDA91,RAL_130_80_40,RAL 130 80 40,"[44, 0, 55, 0]","[39, 0, 49, 0]",#9DDA91,"[157, 218, 145]"
91DD81,RAL_130_80_50,RAL 130 80 50,"[49, 0, 64, 0]","[42, 0, 57, 0]",#91DD81,"[145, 221, 129]"
DEE7DE,RAL_130_90_05,RAL 130 90 05,"[15, 4, 15, 0]","[14, 4, 12, 0]",#DEE7DE,"[222, 231, 222]"
DDEDD7,RAL_130_90_10,RAL 130 90 10,"[16, 0, 20, 0]","[14, 1, 16, 0]",#DDEDD7,"[221, 237, 215]"
CEEFC6,RAL_130_90_20,RAL 130 90 20,"[23, 0, 30, 0]","[20, 0, 25, 0]",#CEEFC6,"[206, 239, 198]"
E3EDE3,RAL_130_92_05,RAL 130 92 05,"[13, 2, 13, 0]","[11, 3, 11, 0]",#E3EDE3,"[227, 237, 227]"
2F3733,RAL_140_20_05,RAL 140 20 05,"[73, 54, 61, 63]","[76, 49, 52, 64]",#2F3733,"[47, 55, 51]"
313F34,RAL_140_20_10,RAL 140 20 10,"[72, 49, 65, 60]","[76, 45, 61, 58]",#313F34,"[49, 63, 52]"
2C4332,RAL_140_20_20,RAL 140 20 20,"[75, 42, 71, 60]","[82, 41, 71, 52]",#2C4332,"[44, 67, 50]"
454E49,RAL_140_30_05,RAL 140 30 05,"[66, 48, 55, 49]","[68, 47, 50, 48]",#454E49,"[69, 78, 73]"
405245,RAL_140_30_10,RAL 140 30 10,"[68, 42, 62, 49]","[74, 44, 63, 41]",#405245,"[64, 82, 69]"
37563D,RAL_140_30_20,RAL 140 30 20,"[72, 36, 71, 49]","[82, 40, 78, 34]",#37563D,"[55, 86, 61]"
275936,RAL_140_30_30,RAL 140 30 30,"[78, 28, 79, 48]","[88, 38, 90, 27]",#275936,"[39, 89, 54]"
155B33,RAL_140_30_40,RAL 140 30 40,"[82, 24, 84, 48]","[90, 33, 91, 28]",#155B33,"[21, 91, 51]"
5C655E,RAL_140_40_05,RAL 140 40 05,"[58, 42, 50, 36]","[58, 40, 46, 34]",#5C655E,"[92, 101, 94]"
546658,RAL_140_40_10,RAL 140 40 10,"[62, 38, 56, 37]","[65, 37, 55, 30]",#546658,"[84, 102, 88]"
47694D,RAL_140_40_20,RAL 140 40 20,"[67, 31, 67, 38]","[75, 39, 74, 18]",#47694D,"[71, 105, 77]"
3B6E44,RAL_140_40_30,RAL 140 40 30,"[73, 24, 76, 36]","[81, 32, 86, 15]",#3B6E44,"[59, 110, 68]"
1E733A,RAL_140_40_40,RAL 140 40 40,"[79, 15, 87, 35]","[87, 24, 96, 13]",#1E733A,"[30, 115, 58]"
0F7633,RAL_140_40_50,RAL 140 40 50,"[82, 10, 93, 32]","[89, 20, 100, 9]",#0F7633,"[15, 118, 51]"
727B74,RAL_140_50_05,RAL 140 50 05,"[52, 36, 44, 26]","[49, 32, 39, 25]",#727B74,"[114, 123, 116]"
6D7E6F,RAL_140_50_10,RAL 140 50 10,"[54, 33, 49, 25]","[53, 29, 45, 24]",#6D7E6F,"[109, 126, 111]"
5F8265,RAL_140_50_20,RAL 140 50 20,"[60, 25, 59, 25]","[63, 26, 60, 15]",#5F8265,"[95, 130, 101]"
518759,RAL_140_50_30,RAL 140 50 30,"[66, 18, 70, 22]","[72, 25, 76, 3]",#518759,"[81, 135, 89]"
3B8A4D,RAL_140_50_40,RAL 140 50 40,"[72, 11, 79, 20]","[78, 18, 86, 1]",#3B8A4D,"[59, 138, 77]"
238E42,RAL_140_50_50,RAL 140 50 50,"[78, 7, 88, 17]","[82, 10, 95, 0]",#238E42,"[35, 142, 66]"
0A9238,RAL_140_50_60,RAL 140 50 60,"[84, 3, 98, 12]","[87, 2, 100, 0]",#0A9238,"[10, 146, 56]"
8B9590,RAL_140_60_05,RAL 140 60 05,"[44, 28, 36, 15]","[42, 25, 31, 14]",#8B9590,"[139, 149, 144]"
849888,RAL_140_60_10,RAL 140 60 10,"[48, 25, 43, 15]","[45, 21, 38, 13]",#849888,"[132, 152, 136]"
789F80,RAL_140_60_20,RAL 140 60 20,"[54, 17, 52, 13]","[53, 16, 49, 7]",#789F80,"[120, 159, 128]"
69A373,RAL_140_60_30,RAL 140 60 30,"[60, 11, 62, 9]","[61, 12, 62, 1]",#69A373,"[105, 163, 115]"
5BA667,RAL_140_60_40,RAL 140 60 40,"[65, 7, 71, 6]","[65, 6, 70, 0]",#5BA667,"[91, 166, 103]"
3FA759,RAL_140_60_50,RAL 140 60 50,"[72, 3, 80, 2]","[71, 0, 80, 0]",#3FA759,"[63, 167, 89]"
24AC50,RAL_140_60_60,RAL 140 60 60,"[76, 0, 86, 0]","[75, 0, 87, 0]",#24AC50,"[36, 172, 80]"
07AC45,RAL_140_60_70,RAL 140 60 70,"[81, 0, 94, 0]","[79, 0, 93, 0]",#07AC45,"[7, 172, 69]"
A5AFA8,RAL_140_70_05,RAL 140 70 05,"[36, 21, 30, 8]","[33, 19, 26, 7]",#A5AFA8,"[165, 175, 168]"
9DB2A4,RAL_140_70_10,RAL 140 70 10,"[41, 17, 35, 7]","[38, 15, 30, 6]",#9DB2A4,"[157, 178, 164]"
90B797,RAL_140_70_20,RAL 140 70 20,"[47, 11, 46, 5]","[45, 9, 42, 2]",#90B797,"[144, 183, 151]"
80BC8C,RAL_140_70_30,RAL 140 70 30,"[54, 4, 55, 0]","[51, 2, 50, 0]",#80BC8C,"[128, 188, 140]"
76C080,RAL_140_70_40,RAL 140 70 40,"[58, 0, 62, 0]","[54, 0, 58, 0]",#76C080,"[118, 192, 128]"
5EC571,RAL_140_70_50,RAL 140 70 50,"[64, 0, 71, 0]","[58, 0, 66, 0]",#5EC571,"[94, 197, 113]"
42C764,RAL_140_70_60,RAL 140 70 60,"[69, 0, 80, 0]","[62, 0, 73, 0]",#42C764,"[66, 199, 100]"
BCD0BE,RAL_140_80_10,RAL 140 80 10,"[31, 8, 29, 1]","[27, 7, 24, 0]",#BCD0BE,"[188, 208, 190]"
AED4B0,RAL_140_80_20,RAL 140 80 20,"[37, 0, 39, 0]","[33, 1, 34, 0]",#AED4B0,"[174, 212, 176]"
9DD6A4,RAL_140_80_30,RAL 140 80 30,"[43, 0, 46, 0]","[39, 0, 40, 0]",#9DD6A4,"[157, 214, 164]"
87DC98,RAL_140_80_40,RAL 140 80 40,"[49, 0, 53, 0]","[44, 0, 47, 0]",#87DC98,"[135, 220, 152]"
DCE8DE,RAL_140_90_05,RAL 140 90 05,"[16, 3, 15, 0]","[15, 3, 13, 0]",#DCE8DE,"[220, 232, 222]"
DAEED9,RAL_140_90_10,RAL 140 90 10,"[17, 0, 20, 0]","[15, 1, 16, 0]",#DAEED9,"[218, 238, 217]"
2D5540,RAL_150_30_20,RAL 150 30 20,"[76, 35, 69, 49]","[86, 35, 72, 39]",#2D5540,"[45, 85, 64]"
1D583B,RAL_150_30_30,RAL 150 30 30,"[81, 29, 75, 49]","[91, 33, 82, 34]",#1D583B,"[29, 88, 59]"
52665B,RAL_150_40_10,RAL 150 40 10,"[62, 38, 53, 37]","[65, 36, 51, 32]",#52665B,"[82, 102, 91]"
446B53,RAL_150_40_20,RAL 150 40 20,"[69, 30, 63, 36]","[76, 36, 68, 20]",#446B53,"[68, 107, 83]"
276D4B,RAL_150_40_30,RAL 150 40 30,"[77, 23, 72, 35]","[86, 30, 80, 16]",#276D4B,"[39, 109, 75]"
0A7140,RAL_150_40_40,RAL 150 40 40,"[84, 17, 83, 33]","[91, 20, 90, 16]",#0A7140,"[10, 113, 64]"
02723B,RAL_150_40_50,RAL 150 40 50,"[89, 11, 87, 32]","[96, 17, 93, 12]",#02723B,"[2, 114, 59]"
687D72,RAL_150_50_10,RAL 150 50 10,"[56, 32, 47, 25]","[55, 28, 43, 24]",#687D72,"[104, 125, 114]"
588269,RAL_150_50_20,RAL 150 50 20,"[63, 24, 57, 24]","[66, 25, 57, 15]",#588269,"[88, 130, 105]"
438861,RAL_150_50_30,RAL 150 50 30,"[70, 17, 66, 21]","[76, 23, 70, 2]",#438861,"[67, 136, 97]"
288A5B,RAL_150_50_40,RAL 150 50 40,"[76, 13, 72, 18]","[82, 18, 76, 0]",#288A5B,"[40, 138, 91]"
058E50,RAL_150_50_50,RAL 150 50 50,"[83, 6, 81, 15]","[89, 9, 86, 0]",#058E50,"[5, 142, 80]"
009047,RAL_150_50_60,RAL 150 50 60,"[89, 4, 89, 10]","[93, 2, 92, 0]",#009047,"[0, 144, 71]"
83988D,RAL_150_60_10,RAL 150 60 10,"[48, 24, 40, 15]","[46, 21, 35, 13]",#83988D,"[131, 152, 141]"
729E83,RAL_150_60_20,RAL 150 60 20,"[56, 17, 49, 12]","[55, 16, 47, 7]",#729E83,"[114, 158, 131]"
61A07B,RAL_150_60_30,RAL 150 60 30,"[62, 12, 57, 10]","[63, 13, 56, 2]",#61A07B,"[97, 160, 123]"
48A471,RAL_150_60_40,RAL 150 60 40,"[70, 7, 66, 5]","[71, 5, 64, 0]",#48A471,"[72, 164, 113]"
21A96B,RAL_150_60_50,RAL 150 60 50,"[75, 2, 71, 0]","[75, 0, 70, 0]",#21A96B,"[33, 169, 107]"
00AA5C,RAL_150_60_60,RAL 150 60 60,"[84, 0, 82, 0]","[83, 0, 81, 0]",#00AA5C,"[0, 170, 92]"
9CB2A5,RAL_150_70_10,RAL 150 70 10,"[41, 17, 34, 7]","[38, 15, 29, 6]",#9CB2A5,"[156, 178, 165]"
8DB99E,RAL_150_70_20,RAL 150 70 20,"[49, 9, 43, 4]","[46, 8, 38, 2]",#8DB99E,"[141, 185, 158]"
7ABF95,RAL_150_70_30,RAL 150 70 30,"[56, 2, 51, 0]","[53, 2, 46, 0]",#7ABF95,"[122, 191, 149]"
63C18A,RAL_150_70_40,RAL 150 70 40,"[61, 0, 58, 0]","[58, 0, 53, 0]",#63C18A,"[99, 193, 138]"
48C37F,RAL_150_70_50,RAL 150 70 50,"[67, 0, 65, 0]","[62, 0, 60, 0]",#48C37F,"[72, 195, 127]"
B8D0C1,RAL_150_80_10,RAL 150 80 10,"[32, 7, 27, 1]","[29, 7, 23, 0]",#B8D0C1,"[184, 208, 193]"
A8D5B7,RAL_150_80_20,RAL 150 80 20,"[38, 0, 35, 0]","[35, 1, 31, 0]",#A8D5B7,"[168, 213, 183]"
94D8B0,RAL_150_80_30,RAL 150 80 30,"[44, 0, 41, 0]","[40, 0, 35, 0]",#94D8B0,"[148, 216, 176]"
7FDCA3,RAL_150_80_40,RAL 150 80 40,"[50, 0, 48, 0]","[45, 0, 42, 0]",#7FDCA3,"[127, 220, 163]"
DCE8DE,RAL_150_90_05,RAL 150 90 05,"[16, 3, 15, 0]","[15, 4, 13, 0]",#DCE8DE,"[220, 232, 222]"
D6EDDA,RAL_150_90_10,RAL 150 90 10,"[18, 0, 19, 0]","[16, 1, 16, 0]",#D6EDDA,"[214, 237, 218]"
234135,RAL_160_20_15,RAL 160 20 15,"[78, 43, 66, 60]","[85, 37, 62, 56]",#234135,"[35, 65, 53]"
1C3B33,RAL_160_20_20,RAL 160 20 20,"[81, 44, 64, 63]","[87, 36, 57, 62]",#1C3B33,"[28, 59, 51]"
424E4A,RAL_160_30_05,RAL 160 30 05,"[67, 47, 54, 49]","[69, 45, 48, 49]",#424E4A,"[66, 78, 74]"
3E5249,RAL_160_30_10,RAL 160 30 10,"[69, 43, 58, 48]","[74, 41, 55, 45]",#3E5249,"[62, 82, 73]"
335044,RAL_160_30_15,RAL 160 30 15,"[73, 40, 62, 50]","[80, 39, 60, 44]",#335044,"[51, 80, 68]"
275343,RAL_160_30_20,RAL 160 30 20,"[77, 36, 65, 49]","[86, 32, 65, 44]",#275343,"[39, 83, 67]"
1E543F,RAL_160_30_25,RAL 160 30 25,"[80, 32, 69, 50]","[90, 29, 71, 42]",#1E543F,"[30, 84, 63]"
11553D,RAL_160_30_30,RAL 160 30 30,"[84, 28, 72, 50]","[94, 27, 75, 41]",#11553D,"[17, 85, 61]"
035A3E,RAL_160_30_35,RAL 160 30 35,"[87, 24, 74, 48]","[93, 27, 78, 34]",#035A3E,"[3, 90, 62]"
02593B,RAL_160_30_40,RAL 160 30 40,"[89, 21, 76, 48]","[95, 25, 79, 33]",#02593B,"[2, 89, 59]"
586460,RAL_160_40_05,RAL 160 40 05,"[60, 41, 48, 36]","[60, 39, 43, 35]",#586460,"[88, 100, 96]"
526860,RAL_160_40_10,RAL 160 40 10,"[63, 38, 50, 35]","[64, 35, 46, 33]",#526860,"[82, 104, 96]"
4A6A5D,RAL_160_40_15,RAL 160 40 15,"[67, 34, 55, 35]","[72, 35, 55, 27]",#4A6A5D,"[74, 106, 93]"
3B6A59,RAL_160_40_20,RAL 160 40 20,"[71, 30, 58, 36]","[79, 35, 62, 23]",#3B6A59,"[59, 106, 89]"
306B54,RAL_160_40_25,RAL 160 40 25,"[75, 26, 63, 36]","[84, 32, 68, 20]",#306B54,"[48, 107, 84]"
1F6E52,RAL_160_40_30,RAL 160 40 30,"[78, 22, 67, 35]","[88, 28, 73, 17]",#1F6E52,"[31, 110, 82]"
157050,RAL_160_40_35,RAL 160 40 35,"[82, 20, 70, 33]","[92, 28, 77, 11]",#157050,"[21, 112, 80]"
0C704E,RAL_160_40_40,RAL 160 40 40,"[85, 16, 72, 33]","[94, 24, 79, 13]",#0C704E,"[12, 112, 78]"
00714B,RAL_160_40_45,RAL 160 40 45,"[88, 14, 75, 33]","[96, 20, 80, 15]",#00714B,"[0, 113, 75]"
007146,RAL_160_40_50,RAL 160 40 50,"[91, 11, 79, 33]","[98, 13, 83, 18]",#007146,"[0, 113, 70]"
007545,RAL_160_40_55,RAL 160 40 55,"[94, 9, 82, 30]","[98, 12, 85, 14]",#007545,"[0, 117, 69]"
6F7C78,RAL_160_50_05,RAL 160 50 05,"[53, 35, 42, 25]","[51, 32, 36, 24]",#6F7C78,"[111, 124, 120]"
657E76,RAL_160_50_10,RAL 160 50 10,"[58, 31, 45, 25]","[56, 27, 40, 23]",#657E76,"[101, 126, 118]"
5E8274,RAL_160_50_15,RAL 160 50 15,"[61, 27, 49, 24]","[61, 24, 46, 19]",#5E8274,"[94, 130, 116]"
538572,RAL_160_50_20,RAL 160 50 20,"[65, 23, 52, 22]","[68, 23, 51, 14]",#538572,"[83, 133, 114]"
46856C,RAL_160_50_25,RAL 160 50 25,"[69, 20, 56, 22]","[73, 23, 58, 9]",#46856C,"[70, 133, 108]"
3A876A,RAL_160_50_30,RAL 160 50 30,"[73, 16, 61, 20]","[78, 22, 64, 4]",#3A876A,"[58, 135, 106]"
298A68,RAL_160_50_35,RAL 160 50 35,"[75, 14, 63, 18]","[81, 19, 65, 2]",#298A68,"[41, 138, 104]"
128C65,RAL_160_50_40,RAL 160 50 40,"[79, 11, 67, 17]","[85, 16, 70, 0]",#128C65,"[18, 140, 101]"
128D62,RAL_160_50_45,RAL 160 50 45,"[82, 9, 69, 15]","[88, 12, 72, 0]",#128D62,"[18, 141, 98]"
038D5F,RAL_160_50_50,RAL 160 50 50,"[85, 7, 72, 14]","[91, 8, 75, 1]",#038D5F,"[3, 141, 95]"
008F5C,RAL_160_50_55,RAL 160 50 55,"[89, 4, 75, 11]","[94, 4, 77, 0]",#008F5C,"[0, 143, 92]"
008F59,RAL_160_50_60,RAL 160 50 60,"[91, 4, 78, 11]","[95, 3, 79, 0]",#008F59,"[0, 143, 89]"
889691,RAL_160_60_05,RAL 160 60 05,"[46, 28, 35, 15]","[44, 25, 30, 14]",#889691,"[136, 150, 145]"
81998F,RAL_160_60_10,RAL 160 60 10,"[49, 24, 39, 14]","[47, 20, 35, 13]",#81998F,"[129, 153, 143]"
789C8D,RAL_160_60_15,RAL 160 60 15,"[54, 20, 42, 13]","[52, 17, 38, 10]",#789C8D,"[120, 156, 141]"
6D9E89,RAL_160_60_20,RAL 160 60 20,"[58, 16, 47, 11]","[57, 15, 44, 7]",#6D9E89,"[109, 158, 137]"
63A186,RAL_160_60_25,RAL 160 60 25,"[61, 13, 51, 10]","[62, 13, 49, 4]",#63A186,"[99, 161, 134]"
57A384,RAL_160_60_30,RAL 160 60 30,"[65, 10, 54, 7]","[66, 10, 52, 1]",#57A384,"[87, 163, 132]"
46A581,RAL_160_60_35,RAL 160 60 35,"[69, 7, 57, 5]","[71, 6, 54, 0]",#46A581,"[70, 165, 129]"
35A67D,RAL_160_60_40,RAL 160 60 40,"[73, 4, 60, 3]","[74, 2, 58, 0]",#35A67D,"[53, 166, 125]"
20A87B,RAL_160_60_45,RAL 160 60 45,"[75, 2, 62, 1]","[76, 1, 60, 0]",#20A87B,"[32, 168, 123]"
05A877,RAL_160_60_50,RAL 160 60 50,"[80, 0, 66, 0]","[81, 0, 63, 0]",#05A877,"[5, 168, 119]"
02A872,RAL_160_60_55,RAL 160 60 55,"[82, 0, 69, 0]","[83, 0, 67, 0]",#02A872,"[2, 168, 114]"
00A96E,RAL_160_60_58,RAL 160 60 58,"[85, 0, 72, 0]","[85, 0, 70, 0]",#00A96E,"[0, 169, 110]"
A2B0AC,RAL_160_70_05,RAL 160 70 05,"[38, 20, 29, 8]","[35, 18, 24, 7]",#A2B0AC,"[162, 176, 172]"
99B2A7,RAL_160_70_10,RAL 160 70 10,"[42, 16, 33, 7]","[39, 14, 28, 5]",#99B2A7,"[153, 178, 167]"
8EB5A4,RAL_160_70_15,RAL 160 70 15,"[47, 12, 38, 5]","[45, 11, 33, 4]",#8EB5A4,"[142, 181, 164]"
85BAA3,RAL_160_70_20,RAL 160 70 20,"[51, 8, 40, 2]","[49, 6, 36, 1]",#85BAA3,"[133, 186, 163]"
7ABC9F,RAL_160_70_25,RAL 160 70 25,"[55, 4, 44, 0]","[53, 3, 40, 0]",#7ABC9F,"[122, 188, 159]"
6DBD9C,RAL_160_70_30,RAL 160 70 30,"[59, 1, 47, 0]","[56, 1, 42, 0]",#6DBD9C,"[109, 189, 156]"
60BD99,RAL_160_70_35,RAL 160 70 35,"[62, 0, 50, 0]","[59, 0, 45, 0]",#60BD99,"[96, 189, 153]"
4EC296,RAL_160_70_40,RAL 160 70 40,"[65, 0, 53, 0]","[61, 0, 48, 0]",#4EC296,"[78, 194, 150]"
35C492,RAL_160_70_45,RAL 160 70 45,"[68, 0, 57, 0]","[64, 0, 51, 0]",#35C492,"[53, 196, 146]"
2AC592,RAL_160_70_50,RAL 160 70 50,"[70, 0, 58, 0]","[66, 0, 52, 0]",#2AC592,"[42, 197, 146]"
BCCCC5,RAL_160_80_05,RAL 160 80 05,"[29, 11, 23, 2]","[26, 10, 18, 2]",#BCCCC5,"[188, 204, 197]"
B4CFC2,RAL_160_80_10,RAL 160 80 10,"[34, 7, 27, 1]","[31, 7, 23, 1]",#B4CFC2,"[180, 207, 194]"
A9D3BE,RAL_160_80_15,RAL 160 80 15,"[38, 2, 31, 0]","[35, 2, 26, 0]",#A9D3BE,"[169, 211, 190]"
9ED6BC,RAL_160_80_20,RAL 160 80 20,"[42, 0, 34, 0]","[38, 1, 29, 0]",#9ED6BC,"[158, 214, 188]"
96D6BB,RAL_160_80_25,RAL 160 80 25,"[44, 0, 35, 0]","[40, 0, 30, 0]",#96D6BB,"[150, 214, 187]"
8CDAB8,RAL_160_80_30,RAL 160 80 30,"[46, 0, 37, 0]","[42, 0, 32, 0]",#8CDAB8,"[140, 218, 184]"
D8E8DF,RAL_160_90_05,RAL 160 90 05,"[18, 2, 15, 0]","[16, 3, 12, 0]",#D8E8DF,"[216, 232, 223]"
D0ECDC,RAL_160_90_10,RAL 160 90 10,"[20, 0, 18, 0]","[18, 1, 15, 0]",#D0ECDC,"[208, 236, 220]"
263C39,RAL_170_20_10,RAL 170 20 10,"[78, 49, 59, 61]","[82, 41, 50, 62]",#263C39,"[38, 60, 57]"
133E35,RAL_170_20_20,RAL 170 20 20,"[84, 41, 64, 63]","[91, 31, 56, 60]",#133E35,"[19, 62, 53]"
084134,RAL_170_20_25,RAL 170 20 25,"[87, 35, 67, 62]","[92, 29, 62, 58]",#084134,"[8, 65, 52]"
30544A,RAL_170_30_15,RAL 170 30 15,"[75, 38, 59, 48]","[82, 33, 56, 45]",#30544A,"[48, 84, 74]"
225146,RAL_170_30_20,RAL 170 30 20,"[79, 37, 61, 50]","[86, 30, 58, 48]",#225146,"[34, 81, 70]"
115546,RAL_170_30_25,RAL 170 30 25,"[84, 29, 63, 49]","[94, 24, 64, 44]",#115546,"[17, 85, 70]"
0C5545,RAL_170_30_30,RAL 170 30 30,"[85, 28, 65, 50]","[95, 22, 64, 45]",#0C5545,"[12, 85, 69]"
005745,RAL_170_30_35,RAL 170 30 35,"[89, 22, 65, 50]","[96, 19, 64, 43]",#005745,"[0, 87, 69]"
005944,RAL_170_30_40,RAL 170 30 40,"[92, 18, 67, 50]","[96, 18, 67, 40]",#005944,"[0, 89, 68]"
4E6761,RAL_170_40_10,RAL 170 40 10,"[64, 37, 49, 36]","[65, 33, 45, 34]",#4E6761,"[78, 103, 97]"
43675D,RAL_170_40_15,RAL 170 40 15,"[69, 34, 53, 36]","[74, 34, 53, 29]",#43675D,"[67, 103, 93]"
376C5F,RAL_170_40_20,RAL 170 40 20,"[73, 29, 55, 35]","[80, 32, 56, 24]",#376C5F,"[55, 108, 95]"
2B6B5B,RAL_170_40_25,RAL 170 40 25,"[76, 26, 58, 36]","[85, 30, 60, 22]",#2B6B5B,"[43, 107, 91]"
156F5B,RAL_170_40_30,RAL 170 40 30,"[79, 22, 60, 34]","[89, 25, 64, 18]",#156F5B,"[21, 111, 91]"
0C6F58,RAL_170_40_35,RAL 170 40 35,"[84, 18, 64, 35]","[94, 24, 67, 16]",#0C6F58,"[12, 111, 88]"
057058,RAL_170_40_40,RAL 170 40 40,"[87, 15, 65, 34]","[95, 19, 67, 18]",#057058,"[5, 112, 88]"
006F55,RAL_170_40_45,RAL 170 40 45,"[91, 11, 66, 35]","[98, 14, 68, 21]",#006F55,"[0, 111, 85]"
006F52,RAL_170_40_50,RAL 170 40 50,"[95, 10, 69, 35]","[100, 9, 70, 24]",#006F52,"[0, 111, 82]"
657E77,RAL_170_50_10,RAL 170 50 10,"[58, 31, 44, 25]","[57, 27, 39, 23]",#657E77,"[101, 126, 119]"
588075,RAL_170_50_15,RAL 170 50 15,"[63, 27, 48, 24]","[64, 24, 45, 19]",#588075,"[88, 128, 117]"
4F8375,RAL_170_50_20,RAL 170 50 20,"[66, 24, 49, 23]","[69, 23, 48, 15]",#4F8375,"[79, 131, 117]"
3E8572,RAL_170_50_25,RAL 170 50 25,"[71, 19, 54, 22]","[76, 23, 55, 9]",#3E8572,"[62, 133, 114]"
2D8671,RAL_170_50_30,RAL 170 50 30,"[75, 16, 56, 21]","[81, 21, 57, 5]",#2D8671,"[45, 134, 113]"
1B876F,RAL_170_50_35,RAL 170 50 35,"[78, 13, 57, 20]","[85, 18, 59, 4]",#1B876F,"[27, 135, 111]"
038B6D,RAL_170_50_40,RAL 170 50 40,"[83, 9, 62, 17]","[90, 13, 63, 2]",#038B6D,"[3, 139, 109]"
008A6D,RAL_170_50_45,RAL 170 50 45,"[85, 8, 61, 17]","[92, 11, 62, 3]",#008A6D,"[0, 138, 109]"
008E6C,RAL_170_50_50,RAL 170 50 50,"[89, 5, 65, 13]","[96, 4, 65, 2]",#008E6C,"[0, 142, 108]"
008C69,RAL_170_50_55,RAL 170 50 55,"[91, 4, 67, 13]","[97, 4, 66, 3]",#008C69,"[0, 140, 105]"
7B9890,RAL_170_60_10,RAL 170 60 10,"[51, 23, 38, 14]","[50, 20, 33, 13]",#7B9890,"[123, 152, 144]"
759B8F,RAL_170_60_15,RAL 170 60 15,"[55, 20, 41, 13]","[53, 18, 36, 11]",#759B8F,"[117, 155, 143]"
649D8C,RAL_170_60_20,RAL 170 60 20,"[60, 15, 45, 11]","[61, 15, 42, 6]",#649D8C,"[100, 157, 140]"
5C9F8D,RAL_170_60_25,RAL 170 60 25,"[63, 13, 46, 10]","[64, 13, 44, 4]",#5C9F8D,"[92, 159, 141]"
48A08B,RAL_170_60_30,RAL 170 60 30,"[68, 10, 49, 9]","[70, 10, 46, 2]",#48A08B,"[72, 160, 139]"
2FA58A,RAL_170_60_35,RAL 170 60 35,"[72, 6, 53, 5]","[74, 5, 50, 0]",#2FA58A,"[47, 165, 138]"
