bgcolor,name,value1,value2,value3,value4,hex,r,g,b
8E9336,NCS S 3040-G70Y,20,0,78,40,#8E9336,142,147,54
828700,NCS S 3050-G70Y,20,0,92,47,#828700,130,135,0
838B00,NCS S 3060-G70Y,25,0,100,47,#838B00,131,139,0
6F7E00,NCS S 3560-G70Y,32,0,100,52,#6F7E00,111,126,0
888A6A,NCS S 4010-G70Y,7,0,37,50,#888A6A,136,138,106
808252,NCS S 4020-G70Y,10,0,52,52,#808252,128,130,82
83843E,NCS S 4030-G70Y,12,0,68,50,#83843E,131,132,62
6F7525,NCS S 4040-G70Y,20,0,80,56,#6F7525,111,117,37
707107,NCS S 4050-G70Y,13,0,89,60,#707107,112,113,7
686900,NCS S 4550-G70Y,15,0,100,65,#686900,104,105,0
707153,NCS S 5010-G70Y,5,0,40,62,#707153,112,113,83
71723E,NCS S 5020-G70Y,10,0,60,60,#71723E,113,114,62
6D6D2E,NCS S 5030-G70Y,10,0,70,62,#6D6D2E,109,109,46
5F5F00,NCS S 5040-G70Y,10,0,90,68,#5F5F00,95,95,0
3D4100,NCS S 5540-G70Y,15,0,95,80,#3D4100,61,65,0
626348,NCS S 6010-G70Y,5,0,40,68,#626348,98,99,72
5D5D38,NCS S 6020-G70Y,5,0,52,70,#5D5D38,93,93,56
535421,NCS S 6030-G70Y,10,0,70,73,#535421,83,84,33
474833,NCS S 7010-G70Y,5,0,40,80,#474833,71,72,51
2A2C00,NCS S 7020-G70Y,10,0,90,89,#2A2C00,42,44,0
2D2E1C,NCS S 8010-G70Y,5,0,45,90,#2D2E1C,45,46,28
FEFCE7,NCS S 0505-G80Y,1,0,15,0,#FEFCE7,254,252,231
FEFAE1,NCS S 0507-G80Y,1,0,18,0,#FEFAE1,254,250,225
FEFADB,NCS S 0510-G80Y,2,0,22,0,#FEFADB,254,250,219
FDFAD7,NCS S 0515-G80Y,3,0,25,0,#FDFAD7,253,250,215
FCF8CA,NCS S 0520-G80Y,4,0,30,0,#FCF8CA,252,248,202
FBF4A9,NCS S 0530-G80Y,5,0,45,0,#FBF4A9,251,244,169
F8EF85,NCS S 0540-G80Y,8,0,60,0,#F8EF85,248,239,133
F8EB6A,NCS S 0550-G80Y,8,0,70,0,#F8EB6A,248,235,106
F5E64E,NCS S 0560-G80Y,8,0,80,0,#F5E64E,245,230,78
F3E228,NCS S 0570-G80Y,8,0,90,0,#F3E228,243,226,40
FBF9EE,NCS S 0603-G80Y,0,0,8,2,#FBF9EE,251,249,238
F5F1D8,NCS S 1005-G80Y,0,0,17,5,#F5F1D8,245,241,216
F3ECB6,NCS S 1010-G80Y,1,0,35,5,#F3ECB6,243,236,182
F2EEB0,NCS S 1015-G80Y,6,0,40,3,#F2EEB0,242,238,176
EEE9A0,NCS S 1020-G80Y,5,0,45,6,#EEE9A0,238,233,160
EBE27C,NCS S 1030-G80Y,5,0,60,7,#EBE27C,235,226,124
EAE265,NCS S 1040-G80Y,9,0,70,5,#EAE265,234,226,101
E3DC4A,NCS S 1050-G80Y,13,0,80,5,#E3DC4A,227,220,74
E0D926,NCS S 1060-G80Y,14,0,90,5,#E0D926,224,217,38
DDD702,NCS S 1070-G80Y,16,0,95,5,#DDD702,221,215,2
D7D600,NCS S 1075-G80Y,21,0,100,5,#D7D600,215,214,0
DFDDC7,NCS S 1505-G80Y,0,0,16,15,#DFDDC7,223,221,199
E1DFAD,NCS S 1510-G80Y,5,0,35,11,#E1DFAD,225,223,173
D9D79E,NCS S 1515-G80Y,5,0,40,15,#D9D79E,217,215,158
C7C6AE,NCS S 2005-G80Y,1,0,20,25,#C7C6AE,199,198,174
C3C196,NCS S 2010-G80Y,4,0,35,25,#C3C196,195,193,150
C1BE7B,NCS S 2020-G80Y,5,0,50,25,#C1BE7B,193,190,123
BFB75F,NCS S 2030-G80Y,2,0,62,27,#BFB75F,191,183,95
BBB44E,NCS S 2040-G80Y,5,0,70,27,#BBB44E,187,180,78
AEA934,NCS S 2050-G80Y,10,0,80,30,#AEA934,174,169,52
ACA500,NCS S 2060-G80Y,8,0,92,32,#ACA500,172,165,0
AEA700,NCS S 2070-G80Y,10,0,100,35,#AEA700,174,167,0
A8A68C,NCS S 3005-G80Y,0,0,25,40,#A8A68C,168,166,140
A2A17E,NCS S 3010-G80Y,4,0,35,40,#A2A17E,162,161,126
A39F67,NCS S 3020-G80Y,2,0,50,40,#A39F67,163,159,103
9E984F,NCS S 3030-G80Y,2,0,62,42,#9E984F,158,152,79
A39B3D,NCS S 3040-G80Y,2,0,72,40,#A39B3D,163,155,61
8C851B,NCS S 3050-G80Y,3,0,83,50,#8C851B,140,133,27
848000,NCS S 3060-G80Y,7,0,92,52,#848000,132,128,0
8B8A75,NCS S 4005-G80Y,0,0,25,52,#8B8A75,139,138,117
7C7500,NCS S 4040-G80Y,0,0,90,58,#7C7500,124,117,0
746D00,NCS S 4050-G80Y,0,0,100,63,#746D00,116,109,0
797866,NCS S 5005-G80Y,0,0,25,60,#797866,121,120,102
595500,NCS S 5040-G80Y,0,0,92,72,#595500,89,85,0
5C5B4C,NCS S 6005-G80Y,0,0,25,72,#5C5B4C,92,91,76
444437,NCS S 7005-G80Y,0,0,25,82,#444437,68,68,55
27271E,NCS S 8005-G80Y,0,0,25,93,#27271E,39,39,30
1F1F18,NCS S 8505-G80Y,0,0,25,96,#1F1F18,31,31,24
FFFCEA,NCS S 0505-G90Y,0,0,13,0,#FFFCEA,255,252,234
FFFAE1,NCS S 0510-G90Y,0,0,18,0,#FFFAE1,255,250,225
FFF9D6,NCS S 0515-G90Y,0,0,25,0,#FFF9D6,255,249,214
FFF6BE,NCS S 0520-G90Y,0,0,35,0,#FFF6BE,255,246,190
FEED89,NCS S 0540-G90Y,0,0,60,0,#FEED89,254,237,137
FEED89,NCS S 0540-G90Y,0,0,60,0,#FEED89,254,237,137
FDE86A,NCS S 0550-G90Y,0,0,70,0,#FDE86A,253,232,106
FCE54D,NCS S 0560-G90Y,0,0,80,0,#FCE54D,252,229,77
FBE12F,NCS S 0570-G90Y,0,0,90,0,#FBE12F,251,225,47
FADE00,NCS S 0575-G90Y,0,0,100,0,#FADE00,250,222,0
FBF8EA,NCS S 0804-G90Y,0,0,10,2,#FBF8EA,251,248,234
F7F3D5,NCS S 0907-G90Y,0,0,20,4,#F7F3D5,247,243,213
F3EFD1,NCS S 1005-G90Y,0,0,20,6,#F3EFD1,243,239,209
F4EBB4,NCS S 1010-G90Y,0,0,35,6,#F4EBB4,244,235,180
F1E8A8,NCS S 1015-G90Y,0,0,40,7,#F1E8A8,241,232,168
F4E99F,NCS S 1020-G90Y,0,0,45,6,#F4E99F,244,233,159
F0E385,NCS S 1030-G90Y,0,0,55,8,#F0E385,240,227,133
EFDF5F,NCS S 1040-G90Y,0,0,70,8,#EFDF5F,239,223,95
EFDC44,NCS S 1050-G90Y,0,0,80,8,#EFDC44,239,220,68
E3CF1B,NCS S 1060-G90Y,0,0,90,12,#E3CF1B,227,207,27
DDC900,NCS S 1070-G90Y,0,0,95,15,#DDC900,221,201,0
D9C500,NCS S 1075-G90Y,0,0,100,18,#D9C500,217,197,0
DFDBC0,NCS S 1505-G90Y,0,0,20,15,#DFDBC0,223,219,192
DEDAB8,NCS S 1510-G90Y,1,0,25,15,#DEDAB8,222,218,184
D2CC95,NCS S 1515-G90Y,1,0,40,20,#D2CC95,210,204,149
C9C7AE,NCS S 2005-G90Y,0,0,20,25,#C9C7AE,201,199,174
C1BD91,NCS S 2010-G90Y,0,0,35,28,#C1BD91,193,189,145
C6BE79,NCS S 2020-G90Y,0,0,50,26,#C6BE79,198,190,121
C1B662,NCS S 2030-G90Y,0,2,60,27,#C1B662,193,182,98
C7B850,NCS S 2040-G90Y,0,3,70,24,#C7B850,199,184,80
B6A530,NCS S 2050-G90Y,0,5,80,30,#B6A530,182,165,48
B39E0C,NCS S 2060-G90Y,0,8,90,30,#B39E0C,179,158,12
A89300,NCS S 2070-G90Y,0,9,100,35,#A89300,168,147,0
A6A17D,NCS S 3010-G90Y,0,2,35,40,#A6A17D,166,161,125
B0A86C,NCS S 3020-G90Y,0,2,50,35,#B0A86C,176,168,108
A99C52,NCS S 3030-G90Y,0,5,62,37,#A99C52,169,156,82
A19334,NCS S 3040-G90Y,0,5,75,40,#A19334,161,147,52
8F7E03,NCS S 3050-G90Y,0,10,90,46,#8F7E03,143,126,3
8B7B00,NCS S 3060-G90Y,0,9,100,50,#8B7B00,139,123,0
898467,NCS S 4010-G90Y,0,4,35,52,#898467,137,132,103
8D8555,NCS S 4020-G90Y,0,5,50,50,#8D8555,141,133,85
8B7E35,NCS S 4030-G90Y,0,8,70,50,#8B7E35,139,126,53
7D6E0F,NCS S 4040-G90Y,0,10,85,55,#7D6E0F,125,110,15
6F6200,NCS S 4050-G90Y,0,10,100,61,#6F6200,111,98,0
736D50,NCS S 5010-G90Y,0,5,40,62,#736D50,115,109,80
716737,NCS S 5020-G90Y,0,10,60,62,#716737,113,103,55
6C5D17,NCS S 5030-G90Y,0,15,80,62,#6C5D17,108,93,23
594C00,NCS S 5040-G90Y,0,15,90,68,#594C00,89,76,0
676242,NCS S 6010-G90Y,0,5,45,67,#676242,103,98,66
584D29,NCS S 6020-G90Y,0,15,60,72,#584D29,88,77,41
463A00,NCS S 6030-G90Y,0,20,90,75,#463A00,70,58,0
4C462B,NCS S 7010-G90Y,0,10,50,78,#4C462B,76,70,43
372900,NCS S 7020-G90Y,0,30,90,83,#372900,55,41,0
2B1F00,NCS S 8010-G90Y,0,35,90,90,#2B1F00,43,31,0
